accession,id,lighttreatment,lightintensity,leaftype,loggcl,logitfgmax,loglambdamean,loglambdasd,logtaumean,logtausd,initial_RH,median_RH,final_RH,initial_VPD,median_VPD,final_VPD
LA0107,U,sun,high,amphi,2.9941168285023796,-1.3237509179272953,0.3662411844,0.03620466002036721,5.9574826736,0.026649663393203956,0.31892766074684836,0.22390722676764463,0.14640441930104786,2.07141436645799,2.421370206227233,2.699343405151002
LA0107,U,sun,low,pseudohypo,2.892183960987572,-2.552573458658249,0.1973048885,0.011602885393344586,4.8413257226,0.008346822873657591,0.14295078659264432,0.1064215928679268,0.08822421138124693,2.689251204985471,2.8174254062023847,2.8772252396256635
LA0107,U,sun,high,pseudohypo,2.892183960987572,-1.264035095899435,0.30785549496,0.04292093997804051,5.9414977057,0.03387842656758655,0.28334736972174135,0.19670418095963987,0.1330932549612486,2.2089617410779754,2.517469740900669,2.7427881281697903
LA0107,V,shade,low,amphi,2.693807828352878,-2.3213849531035073,0.140842137431,0.026264075344363848,5.1940327124,0.026692476425532612,0.08932203444686378,0.06255248816279416,0.05614031092795157,2.902758949800566,2.9785681698908757,2.996521778975193
LA0107,V,shade,high,amphi,2.693807828352878,-1.8036691638883207,0.2216890789,0.024011409033157738,5.0681040626,0.018734815606940645,0.13094547695718853,0.10637832715804493,0.08645924664540311,2.796031535663365,2.8493035833508844,2.9088545911272474
LA0107,V,shade,low,pseudohypo,2.6358186535057166,-2.5487446929709634,-0.0399777673271,0.006836926724137857,4.986981851,0.008085010039856705,0.08394660418830437,0.06737255164587058,0.0550481293845389,2.901083010019085,2.9482909064303806,2.992159880651151
LA0107,V,shade,high,pseudohypo,2.6358186535057166,-1.8954110997965883,0.118631981763,0.01761444219427828,5.0574143736,0.014145066208784385,0.1255157289341084,0.10415804846329599,0.09091648483552459,2.760255782119387,2.820343861213973,2.867342891363541
LA0107,W,sun,low,amphi,2.8498943452322334,-2.642177360058521,0.2191889523,0.010184747345842732,5.6357516474,0.008621956605273323,0.08538661913344871,0.07018252415392687,0.06015862962241462,2.886601799771869,2.9433415489703076,2.979632657447043
LA0107,W,sun,high,amphi,2.8498943452322334,-2.0483044905410495,0.18953175144,0.00913336953533613,5.1994410103,0.006822067368917575,0.13129937383714674,0.1010128086396495,0.07830364122828155,2.750805086091917,2.8515861434414798,2.9251874748316764
LA0107,W,sun,low,pseudohypo,2.7976550119357704,-2.2857876560516766,0.33517569583,0.011559620870903143,5.3592871731,0.007832138992978351,0.10405284429071042,0.08397423900288946,0.06799462575341506,2.8238139274530143,2.890972704953284,2.9437099479561892
LA0107,W,sun,high,pseudohypo,2.7976550119357704,-1.738267927215009,0.124104883886,0.011155140463749241,5.1931469541,0.008696752177830863,0.14748066919813482,0.11555963712915449,0.08828105680962696,2.673013023969656,2.7827142649264878,2.8774649954309015
LA0107,X,sun,low,amphi,2.732393113514725,-2.9026062471707674,0.0599388110245,0.015244273122909668,5.0084854179,0.012357152871214819,0.10969694839537099,0.08726005565976161,0.07051703760519258,2.8364145356397863,2.8908684657282175,2.947342258620965
LA0107,X,sun,high,amphi,2.732393113514725,-2.1614215774474355,0.36614197919,0.007553984767865405,5.2141872618,0.004387427775369614,0.18337643866088615,0.14147046089252174,0.10799182175458757,2.6081796963445165,2.740030391349309,2.841761462304721
LA0107,X,sun,low,pseudohypo,2.7043570330630677,-2.3499033793581305,-0.059740150776,0.014973869714406424,5.1012952198,0.01807950258786763,0.1470112299444624,0.11973922465118901,0.10458060754815258,2.679788051007126,2.75796472987545,2.813475828401197
LA0107,X,sun,high,pseudohypo,2.7043570330630677,-1.7063574190409212,0.26541406264,0.00929229105948793,5.1065460769,0.005982332160207372,0.23017208763046218,0.1908047390032413,0.16360907702808236,2.479308692009435,2.5480054989311407,2.6422140435687145
LA0407,E,sun,low,amphi,3.0587716713519115,-3.1200487868942517,0.113809994016,0.00515248215999596,4.3995325713,0.0035873170977188383,0.11330639861165706,0.07470880346329443,0.0574665950707385,2.8002293755717953,2.9319574636278447,2.9873519340273678
